,Title,Release Date,Series or Movies,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,Title for Crawling
8112,Our Diary,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ourdiary
8113,Purpose of Hiking,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,purposeofhiking
8114,아이 캔 스피크,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,아이캔스피크
8115,라디오 스타,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,라디오스타
8116,Untouchable Lawmen,2015-08-27,Movie,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untouchablelawmen
8117,선생 김봉두,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,선생김봉두
8126,How to Live Mortgage Free with Sarah Beeny,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,howtolivemortgagefreewithsarahbeeny
8127,Super Monsters Monster Party,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,supermonstersmonsterparty
8136,Cathedral of the Sea,2018-05-23,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cathedralofthesea
8137,Prince Charming,2003-07-13,Movie,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,princecharming
8142,Alejandro Sanz  What I Was Is What I Am,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alejandrosanzwhatiwasiswhatiam
8143,Yoo Byung Jae  Discomfort Zone,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yoobyungjaediscomfortzone
8146,Sword Masters  Two Champions of Shaolin,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,swordmasterstwochampionsofshaolin
8159,Forever Chape,2018-08-09,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,foreverchape
8160,On the Wrong Track,1983-04-15,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onthewrongtrack
8162,Switched,2018-08-01,Series,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switched
8164,Becoming Champions,2018-08-01,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,becomingchampions
8167,Restaurant to Another World,2017-07-03,Series,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,restauranttoanotherworld
8172,Little Dragon Maiden,1983-12-12,Movie,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,littledragonmaiden
8177,QB1  Beyond the Lights,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,qb1beyondthelights
8181,Invisible,2018-03-08,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,invisible
8183,Edge of Fear,2018-08-01,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,edgeoffear
8186,Casino Tycoon,1992-02-20,Movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casinotycoon
8187,Love In The Buff,2012-03-30,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,loveinthebuff
8189,Election 2,2006-04-27,Movie,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,election2
8190,Love In A Puff,2010-03-25,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,loveinapuff
8191,"Chinese Odyssey (Part II), A",1995-02-04,Movie,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chineseodysseypartiia
8199,The Mansion,2017-06-21,Movie,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,themansion
8203,Cupcake and Dino - General Services,2018-07-27,Series,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cupcakeanddinogeneralservices
8204,Extinction,2018-07-20,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,extinction
8205,Welcome to the Family,2018-01-22,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,welcometothefamily
8206,The Bleeding Edge,2018-07-27,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,thebleedingedge
8207,Smoking,,Series,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smoking
8220,Waterschool,2018-01-20,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,waterschool
8225,The Bund,1980-03-10,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,thebund
8226,Legendary Weapons of China,1982-01-21,Movie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legendaryweaponsofchina
8227,The Flying Guillotine,1981-10-01,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theflyingguillotine
8228,Flying Guillotine 2,1978-01-19,Movie,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flyingguillotine2
8229,The Devil and Father Amorth,2018-04-20,Movie,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,thedevilandfatheramorth
8251,Father of the Year,2018-07-20,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fatheroftheyear
8253,Dark Tourist,2013-08-23,Series,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,darktourist
8254,Final Space,2018-02-26,Series,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,finalspace
8255,Underworld  Blood Wars,2017-01-06,Movie,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,underworldbloodwars
8256,The Devil Wears Prada,2006-06-30,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thedevilwearsprada
8257,Independence Day,1996-07-03,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,independenceday
8258,Aliens,1986-07-18,Movie,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aliens
8260,Taxi 2,2000-10-06,Movie,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taxi2
8263,Alien vs. Predator,2004-08-13,Movie,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,alienvspredator
8264,El club de los buenos infieles,2018-03-29,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elclubdelosbuenosinfieles
8266,GODZILLA City on the Edge of Battle,2018-07-18,Movie,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,godzillacityontheedgeofbattle
8278,Mater,2017-10-12,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mater
8280,Die Hard 2 (Die Harder),,Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,diehard2dieharder
8281,Temporada de Caza,2017-09-14,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,temporadadecaza
8283,Meteor Garden,2001-04-12,Series,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,meteorgarden
8284,How It Ends,2018-07-13,Movie,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,howitends
8285,Jim Jefferies  This Is Me Now,2018-07-13,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jimjefferiesthisismenow
8286,The Epic Tales of Captain Underpants,,Series,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,theepictalesofcaptainunderpants
8287,Romina,2018-07-13,Movie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,romina
8294,How NOT to Summon a Demon Lord,2018-07-05,Series,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hownottosummonademonlord
8295,American Assassin,2017-09-15,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,americanassassin
8297,Mr. Sunshine,2018-07-07,Series,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,mrsunshine
8298,On Children,2018-07-07,Series,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onchildren
8303,White Fang,2018-07-06,Movie,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whitefang
8305,The Skin of the Wolf,2018-07-06,Movie,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theskinofthewolf
8306,The Legacy of a Whitetail Deer Hunter,2018-07-06,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thelegacyofawhitetaildeerhunter
8307,Samantha!,2018-07-06,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samantha
8308,Sacred Games,,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sacredgames
8310,My Little Pony  The Movie,2017-10-06,Movie,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,mylittleponythemovie
8321,Good Girls,2018-02-26,Series,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goodgirls
8324,King of Peking,2018-07-02,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kingofpeking
8327,Duck Butter,2018-04-27,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,duckbutter
8336,Booba,2014-11-10,Series,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,booba
8340,True Lies,1994-07-15,Movie,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truelies
8344,A Complicated Story,2014-01-16,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acomplicatedstory
8346,The Posterist,2016-08-15,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,theposterist
8347,Someone to Talk To,2016-11-04,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,someonetotalkto
8349,Temporary Family,2014-08-21,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,temporaryfamily
8351,Ice Age,2002-03-15,Movie,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iceage
8352,What a Wonderful Family!,2017-05-11,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whatawonderfulfamily
8355,Boundless,2014-12-18,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,boundless
8357,Our Shining Days,2017-07-20,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ourshiningdays
8361,Hondros,2017-04-21,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,hondros
8363,"We, the Marines",2017-07-21,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,wethemarines
8364,Everybodys Fine,2016-01-29,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,everybodysfine
8365,The Feels,2018-03-13,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thefeels
8366,Dream Big  Engineering Our World,2017-09-04,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,dreambigengineeringourworld
8367,Secret,2007-07-27,Movie,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,secret
8371,Cherry Returns,2016-12-09,Movie,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cherryreturns
8372,Sweet Virginia,2017-11-30,Movie,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sweetvirginia
8376,Ice Age  Dawn of the Dinosaurs,2009-07-01,Movie,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iceagedawnofthedinosaurs
8385,Somewhere Between,2017-07-24,Series,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,somewherebetween
8386,Suburbicon,2017-10-27,Movie,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburbicon
8388,Recovery Boys,2018-06-29,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,recoveryboys
8389,Kiss Me First,2018-06-29,Series,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,kissmefirst
8390,Loving Pablo,2018-06-15,Movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,lovingpablo
8391,Nothing to Lose,2018-05-10,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nothingtolose
8393,The Forest,2017-11-14,Series,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theforest
8394,Harvey Street Kids,,Series,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,harveystreetkids
8395,Churchill s Secret Agents  The New Recruits,2018-04-09,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,churchillssecretagentsthenewrecruits
8396,TAU,2018-06-29,Movie,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tau
8397,Calibre,2018-06-29,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,calibre
8398,Penalty Kick,2018-03-23,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,penaltykick
8399,Birthmarked,2018-03-30,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,birthmarked
8400,Along with the Gods  The Two Worlds,2017-12-20,Movie,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alongwiththegodsthetwoworlds
8401,Secret City,2018-06-26,Series,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,secretcity
8402,W. Kamau Bell  Private School Negro,2018-06-26,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wkamaubellprivateschoolnegro
8408,BAKI,2018-12-18,Series,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,baki
8409,"To Each, Her Own",2018-06-24,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toeachherown
8413,Derren Brown  Miracle,2011-04-24,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,derrenbrownmiracle
8415,Cooking on High,2018-06-22,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cookingonhigh
8417,Us and Them,2018-06-22,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usandthem
8421,Hannah Gadsby  Nanette,2018-06-19,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hannahgadsbynanette
8422,Cinderella and the Four Knights,2016-08-12,Series,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinderellaandthefourknights
8423,Unsolved,2018-02-27,Series,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,unsolved
8424,Club de Cuervos Presents  The Ballad of Hugo S nchez,2018-06-17,Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clubdecuervospresentstheballadofhugosnchez
8425,Passengers,2016-12-21,Movie,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passengers
8429,Maktub,2017-10-05,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maktub
8430,Sundays Illness,2018-06-15,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sundaysillness
8431,Set It Up,2018-06-15,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,setitup
8434,Lust Stories,2018-06-15,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,luststories
8436,The last hour,2018-06-15,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,thelasthour
8437,Pacificum  Return to the Ocean,2017-09-28,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pacificumreturntotheocean
8438,Marlon,2017-08-16,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marlon
8442,Champions,2018-03-08,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,champions
8443,Franco Escamilla  Por la an cdota,2018-06-08,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,francoescamillaporlaancdota
8445,Alis Wedding,2018-06-08,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aliswedding
8446,The Hollow,2018-06-08,Series,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,thehollow
8448,Alex Strangelove,2018-06-08,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alexstrangelove
8449,The Staircase,2004-06-01,Series,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,thestaircase
8453,Dirt,2017-09-01,Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dirt
8458,Monkey Twins,2016-02-25,Series,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monkeytwins
8467,Jason and the Argonauts,1963-06-19,Movie,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jasonandtheargonauts
8469,November 13  Attack on Paris,2018-06-01,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,november13attackonparis
8470,Outside In,,Movie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,outsidein
8478,Too Beautiful to Lie,2004-01-16,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toobeautifultolie
8480,Deranged,2012-07-27,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deranged
8481,Once Upon a Time in High School  The Spirit of Jeet Kune Do,2004-01-16,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,onceuponatimeinhighschoolthespiritofjeetkunedo
8484,The Break with Michelle Wolf,2018-05-27,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,thebreakwithmichellewolf
8487,Steve Martin and Martin Short  An Evening You Will Forget for the Rest of Your Life,2018-05-25,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stevemartinandmartinshortaneveningyouwillforgetfortherestofyourlife
8488,Ibiza,,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ibiza
8493,Tig Notaro Happy To Be Here,2018-05-22,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tignotarohappytobehere
8495,Catching Feelings,2018-05-18,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,catchingfeelings
8496,Cargo,2020-11-15,Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cargo
8499,Kabaneri of the Iron Fortress,2016-04-07,Series,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kabanerioftheironfortress
8502,Food on the Go,2018-05-10,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,foodonthego
8509,Ali Wong  Hard Knock Wife,2018-05-13,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aliwonghardknockwife
8511,Spivak,2018-05-11,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spivak
8512,The Kissing Booth,2018-05-11,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thekissingbooth
8513,Evil Genius,2017-08-01,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,evilgenius
8514,The Who Was  Show,2018-05-11,Series,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,thewhowasshow
8516,Safe,2018-08-24,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
8520,Hari Kondabolu  Warn Your Relatives,2018-05-08,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,harikondaboluwarnyourrelatives
8521,13 Reasons Why  Beyond the Reasons,2017-03-31,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13reasonswhybeyondthereasons
8522,"The Night Is Short, Walk On Girl",2017-04-07,Movie,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thenightisshortwalkongirl
8524,Faces Places,2017-06-28,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,facesplaces
8526,Dany Boon  Des Hauts De France,2018-05-04,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,danyboondeshautsdefrance
8528,Family Blood,2018-05-04,Movie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,familyblood
8529,Manhunt,2018-05-04,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,manhunt
8530,Anon,2018-05-04,Movie,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anon
8531,End Game,2018-05-04,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,endgame
8532,The Rain,2018-05-04,Series,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,therain
8533,Busted!,2018-01-05,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,busted
8534,Forgive Us Our Debts,2018-05-04,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forgiveusourdebts
8535,A Little Help with Carol Burnett,2018-05-04,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,alittlehelpwithcarolburnett
8537,Thi Mai,2018-01-12,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thimai
8538,Lo m s sencillo es complicarlo todo,2018-01-26,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lomssencilloescomplicarlotodo
8539,No Estoy Loca,2018-01-04,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noestoyloca
8540,Barbie Dreamhouse Adventures,2018-05-03,Series,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,barbiedreamhouseadventures
8542,The Maus,2018-03-02,Movie,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,themaus
8545,Brads Status,2017-09-15,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bradsstatus
8547,Jailbreak,2017-09-29,Movie,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jailbreak
